,0
5797,9
5798,3
5799,3
5800,8
5801,0
5802,6
5803,9
5804,6
5805,4
5806,9
5807,4
5808,0
5809,0
5810,6
5811,7
5812,3
5813,4
5814,1
5815,2
5816,2
5817,9
5818,7
5819,8
5820,3
5821,7
5822,4
5823,2
5824,1
5825,7
5826,6
5827,8
5828,5
5829,9
5830,0
5831,3
5832,6
5833,1
5834,1
5835,4
5836,9
5837,6
5838,3
5839,5
5840,1
5841,2
5842,1
5843,2
5844,0
5845,2
5846,6
5847,5
5848,6
5849,6
5850,1
5851,7
5852,3
5853,8
5854,4
5855,7
5856,5
5857,5
5858,3
5859,1
5860,9
5861,6
5862,1
5863,4
5864,1
5865,9
5866,5
5867,2
5868,9
5869,9
5870,3
5871,3
5872,5
5873,5
5874,9
5875,3
5876,1
5877,6
5878,9
5879,6
5880,4
5881,0
5882,1
5883,0
5884,0
5885,2
5886,0
5887,5
5888,0
5889,6
5890,2
5891,4
5892,9
5893,9
5894,8
5895,2
5896,8
5897,7
5898,9
5899,4
5900,2
5901,9
5902,2
5903,1
5904,5
5905,0
5906,7
5907,2
5908,2
5909,2
5910,6
5911,3
5912,7
5913,6
5914,2
5915,1
5916,8
5917,8
5918,9
5919,3
5920,6
5921,0
5922,3
5923,3
5924,9
5925,5
5926,3
5927,0
5928,2
5929,0
5930,1
5931,6
5932,0
5933,1
5934,5
5935,6
5936,4
5937,9
5938,0
5939,5
5940,9
5941,3
5942,3
5943,9
5944,4
5945,4
5946,7
5947,5
5948,6
5949,8
5950,1
5951,6
5952,2
5953,7
5954,4
5955,1
5956,6
5957,1
5958,3
5959,7
5960,4
5961,0
5962,6
5963,1
5964,9
5965,2
5966,1
5967,3
5968,7
5969,4
5970,3
5971,5
5972,8
5973,6
5974,3
5975,7
5976,7
5977,8
5978,0
5979,9
5980,3
5981,0
5982,4
5983,1
5984,5
5985,2
5986,7
5987,3
5988,2
5989,4
5990,6
5991,5
5992,9
5993,6
5994,1
5995,7
5996,6
5997,8
5998,6
5999,9
6000,6
6001,0
6002,1
6003,1
6004,5
6005,2
6006,8
6007,3
6008,0
6009,4
6010,9
6011,5
6012,2
6013,6
6014,7
6015,7
6016,3
6017,8
6018,5
6019,9
6020,1
6021,1
6022,8
6023,0
6024,6
6025,4
6026,5
6027,5
6028,4
6029,6
6030,8
6031,6
6032,3
6033,3
6034,0
6035,4
6036,9
6037,4
6038,2
6039,2
6040,3
6041,8
6042,9
6043,1
6044,2
6045,0
6046,7
6047,6
6048,3
6049,4
6050,7
6051,9
6052,1
6053,7
6054,7
6055,2
6056,2
6057,3
6058,4
6059,3
6060,2
6061,9
6062,1
6063,2
6064,7
6065,0
6066,8
6067,9
6068,5
6069,3
6070,1
6071,3
6072,8
6073,9
6074,9
6075,1
6076,0
6077,5
6078,9
6079,2
6080,2
6081,3
6082,1
6083,1
6084,9
6085,6
6086,5
6087,7
6088,7
6089,3
6090,6
6091,7
6092,9
6093,8
6094,0
6095,4
6096,5
6097,0
6098,3
6099,2
6100,9
6101,4
6102,6
6103,0
6104,1
6105,2
6106,3
6107,4
6108,1
6109,7
6110,1
6111,8
6112,5
6113,0
6114,2
6115,7
6116,1
6117,0
6118,3
6119,6
6120,4
6121,9
6122,1
6123,3
6124,2
6125,2
6126,2
6127,4
6128,4
6129,8
6130,7
6131,6
6132,7
6133,0
6134,7
6135,1
6136,8
6137,0
6138,2
6139,6
6140,7
6141,7
6142,1
6143,2
6144,2
6145,9
6146,0
6147,7
6148,3
6149,9
6150,6
6151,5
6152,8
6153,8
6154,4
6155,9
6156,9
6157,6
6158,8
6159,6
6160,4
6161,2
6162,9
6163,8
6164,9
6165,1
6166,9
6167,7
6168,2
6169,5
6170,3
6171,5
6172,2
6173,7
6174,9
6175,3
6176,7
6177,5
6178,6
6179,0
6180,5
6181,1
6182,3
6183,1
6184,4
6185,3
6186,1
6187,8
6188,5
6189,4
6190,2
6191,9
6192,1
6193,4
6194,6
6195,5
6196,8
6197,1
6198,5
6199,8
6200,5
6201,6
6202,7
6203,8
6204,2
6205,9
6206,1
6207,0
6208,1
6209,1
6210,4
6211,2
6212,2
6213,3
6214,8
6215,4
6216,3
6217,5
6218,4
6219,6
6220,4
6221,7
6222,2
6223,8
6224,7
6225,9
6226,1
6227,0
6228,0
6229,1
6230,3
6231,2
6232,1
6233,3
6234,9
6235,4
6236,6
6237,5
6238,9
6239,6
6240,8
6241,7
6242,8
6243,8
6244,1
6245,0
6246,6
6247,1
6248,7
6249,2
6250,7
6251,3
6252,2
6253,4
6254,1
6255,5
6256,4
6257,6
6258,4
6259,7
6260,4
6261,8
6262,1
6263,9
6264,5
6265,6
6266,6
6267,6
6268,4
6269,3
6270,2
6271,4
6272,9
6273,2
6274,5
6275,8
6276,5
6277,1
6278,7
6279,0
6280,7
6281,6
6282,3
6283,4
6284,8
6285,9
6286,3
6287,7
6288,8
6289,2
6290,5
6291,3
6292,0
6293,3
6294,9
6295,9
6296,0
6297,3
6298,3
6299,3
6300,5
6301,9
6302,0
6303,1
6304,7
6305,5
6306,9
6307,2
6308,4
6309,3
6310,9
6311,1
6312,4
6313,6
6314,4
6315,7
6316,0
6317,3
6318,1
6319,7
6320,0
6321,8
6322,8
6323,4
6324,5
6325,0
6326,0
6327,2
6328,1
6329,4
6330,0
6331,0
6332,0
6333,7
6334,9
6335,8
6336,4
6337,0
6338,6
6339,7
6340,3
6341,0
6342,3
6343,6
6344,2
6345,9
6346,5
6347,3
6348,2
6349,2
6350,3
6351,4
6352,5
6353,8
6354,8
6355,6
6356,1
6357,0
6358,7
6359,5
6360,2
6361,7
6362,3
6363,5
6364,8
6365,1
6366,1
6367,0
6368,9
6369,8
6370,5
6371,1
6372,1
6373,6
6374,5
6375,7
6376,9
6377,2
6378,7
6379,9
6380,1
6381,7
6382,9
6383,9
6384,1
6385,5
6386,2
6387,6
6388,6
6389,5
6390,8
6391,2
6392,6
6393,6
6394,0
6395,1
6396,6
6397,7
6398,3
6399,5
6400,0
6401,5
6402,6
6403,7
6404,8
6405,3
6406,0
6407,5
6408,1
6409,0
6410,3
6411,1
6412,5
6413,1
6414,2
6415,3
6416,3
6417,8
6418,5
6419,1
6420,3
6421,0
6422,0
6423,1
6424,4
6425,2
6426,5
6427,3
6428,3
6429,4
6430,3
6431,5
6432,7
6433,6
6434,5
6435,7
6436,1
6437,8
6438,9
6439,9
6440,3
6441,0
6442,2
6443,1
6444,0
6445,2
6446,0
6447,3
6448,4
6449,4
6450,3
6451,5
6452,6
6453,6
6454,4
6455,7
6456,6
6457,8
6458,1
6459,9
6460,9
6461,0
6462,4
6463,1
6464,6
6465,2
6466,2
6467,3
6468,0
6469,4
6470,8
6471,5
6472,5
6473,6
6474,6
6475,7
6476,7
6477,8
6478,2
6479,9
6480,2
6481,7
6482,6
6483,4
6484,4
6485,7
6486,6
6487,7
6488,1
6489,3
6490,4
6491,9
6492,2
6493,8
6494,2
6495,8
6496,0
6497,3
6498,8
6499,1
6500,3
6501,5
6502,0
6503,8
6504,5
6505,2
6506,8
6507,7
6508,8
6509,6
6510,7
6511,1
6512,8
6513,5
6514,9
6515,2
6516,3
6517,6
6518,9
6519,4
6520,9
6521,1
6522,3
6523,8
6524,5
6525,7
6526,6
6527,5
6528,7
6529,5
6530,1
6531,1
6532,4
6533,8
6534,8
6535,9
6536,4
6537,1
6538,0
6539,3
6540,2
6541,6
6542,9
6543,3
6544,8
6545,3
6546,4
6547,2
6548,6
6549,2
6550,7
6551,6
6552,4
6553,6
6554,1
6555,5
6556,4
6557,5
6558,1
6559,3
6560,4
6561,3
6562,6
6563,8
6564,9
6565,1
6566,7
6567,6
6568,1
6569,5
6570,1
6571,6
6572,6
6573,8
6574,6
6575,1
6576,3
6577,9
6578,6
6579,7
6580,8
6581,6
6582,8
6583,8
6584,3
6585,3
6586,1
6587,7
6588,9
6589,9
6590,7
6591,0
6592,3
6593,0
6594,3
6595,3
6596,4
6597,7
6598,4
6599,9
6600,7
6601,3
6602,6
6603,0
6604,8
6605,2
6606,8
6607,0
6608,4
6609,1
6610,5
6611,0
6612,3
6613,1
6614,0
6615,0
6616,7
6617,1
6618,8
6619,0
6620,8
6621,4
6622,8
6623,7
6624,2
6625,9
6626,2
6627,2
6628,2
6629,0
6630,0
6631,6
6632,3
6633,2
6634,9
6635,6
6636,5
6637,2
6638,6
6639,2
6640,1
6641,9
6642,2
6643,9
6644,5
6645,0
6646,5
6647,1
6648,0
6649,2
6650,7
6651,3
6652,4
6653,4
6654,1
6655,5
6656,4
6657,6
6658,3
6659,8
6660,5
6661,9
6662,3
6663,0
6664,5
6665,1
6666,7
6667,3
6668,9
6669,4
6670,6
6671,5
6672,4
6673,6
6674,4
6675,7
6676,0
6677,8
6678,1
6679,9
6680,5
6681,0
6682,1
6683,1
6684,0
6685,2
6686,7
6687,3
6688,7
6689,4
6690,6
6691,5
6692,6
6693,6
6694,9
6695,7
6696,7
6697,8
6698,1
6699,9
6700,0
6701,1
6702,1
6703,8
6704,0
6705,6
6706,3
6707,7
6708,0
6709,1
6710,3
6711,3
6712,5
6713,7
6714,4
6715,7
6716,4
6717,9
6718,1
6719,3
6720,6
6721,6
6722,7
6723,0
6724,4
6725,2
6726,6
6727,6
6728,8
6729,4
6730,0
6731,8
6732,6
6733,4
6734,9
6735,5
6736,1
6737,0
6738,0
6739,3
6740,7
6741,9
6742,6
6743,2
6744,8
6745,1
6746,8
6747,1
6748,1
6749,5
6750,3
6751,9
6752,7
6753,4
6754,3
6755,2
6756,7
6757,0
6758,0
6759,4
6760,8
6761,4
6762,3
6763,0
6764,2
6765,9
6766,3
6767,6
6768,0
6769,9
6770,7
6771,2
6772,5
6773,2
6774,8
6775,1
6776,5
6777,7
6778,4
6779,9
6780,2
6781,5
6782,5
6783,1
6784,3
6785,1
6786,5
6787,9
6788,8
6789,6
6790,9
6791,0
6792,8
6793,1
6794,4
6795,8
6796,6
6797,4
6798,4
6799,6
6800,6
6801,8
6802,0
6803,8
6804,4
6805,2
6806,8
6807,6
6808,8
6809,3
6810,4
6811,2
6812,4
6813,9
6814,8
6815,2
6816,8
6817,4
6818,7
6819,0
6820,9
6821,9
6822,1
6823,0
6824,7
6825,3
6826,3
6827,3
6828,6
6829,5
6830,5
6831,8
6832,0
6833,4
6834,1
6835,7
6836,5
6837,6
6838,9
6839,2
6840,5
6841,2
6842,9
6843,7
6844,3
6845,7
6846,2
6847,0
6848,5
6849,5
6850,9
6851,1
6852,5
6853,5
6854,6
6855,3
6856,3
6857,0
6858,3
6859,1
6860,2
6861,2
6862,7
6863,3
6864,1
6865,4
6866,7
6867,5
6868,5
6869,6
6870,1
6871,7
6872,9
6873,8
6874,6
6875,0
6876,6
6877,1
6878,7
6879,4
6880,1
6881,7
6882,7
6883,0
6884,5
6885,1
6886,9
6887,4
6888,5
6889,7
6890,4
6891,8
6892,3
6893,9
6894,3
6895,6
6896,8
6897,8
6898,3
6899,2
6900,1
6901,4
6902,7
6903,6
6904,3
6905,8
6906,3
6907,6
6908,7
6909,6
6910,2
6911,7
6912,3
6913,1
6914,7
6915,7
6916,8
6917,0
6918,9
6919,2
6920,3
6921,2
6922,9
6923,0
6924,8
6925,1
6926,1
6927,6
6928,0
6929,5
6930,6
6931,1
6932,7
6933,2
6934,9
6935,0
6936,5
6937,2
6938,8
6939,3
6940,8
6941,4
6942,8
6943,8
6944,2
6945,3
6946,1
6947,7
6948,2
6949,4
6950,9
6951,1
6952,8
6953,7
6954,6
6955,4
6956,7
6957,8
6958,0
6959,3
6960,0
6961,9
6962,8
6963,6
6964,9
6965,7
6966,3
6967,0
6968,0
6969,9
6970,0
6971,6
6972,0
6973,0
6974,2
6975,6
6976,8
6977,1
6978,5
6979,0
6980,5
6981,5
6982,6
6983,5
6984,5
6985,1
6986,7
6987,0
6988,5
6989,1
6990,4
6991,0
6992,2
6993,9
6994,8
6995,4
6996,4
6997,5
6998,1
6999,9
